"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,55.873,55.873,400.4392,63.2563,
1,0.25948,0.13255,0.13255,150.3251,5.4929,
2,0.65957,0.044072,0.044072,144.4539,6.8963,
3,0.92731,0.028717,0.028717,126.4098,2.1719,
4,1.0158,0.0050131,0.0050131,126.2378,0.50426,
5,1.0231,0.0038862,0.0038862,126.2385,0.50434,
6,1.03,0.0030149,0.0030149,126.239,0.50435,
7,1.037,0.0023422,0.0023422,126.2395,0.50433,
8,1.044,0.0018244,0.0018244,126.2399,0.5043,
9,1.0502,0.0014197,0.0014197,126.2403,0.50429,
10,1.0567,0.0011081,0.0011081,126.2406,0.50428,
11,1.0628,0.00086548,0.00086548,126.2409,0.50427,
12,1.0691,0.0006774,0.0006774,126.2412,0.50425,
13,1.0753,0.00053188,0.00053188,126.2414,0.50423,
14,1.0817,0.0004195,0.0004195,126.2416,0.5042,
15,1.0878,0.00033293,0.00033293,126.2418,0.50417,
16,1.094,0.00026655,0.00026655,126.2419,0.50412,
17,1.1006,0.00021613,0.00021613,126.242,0.50407,
18,1.1092,6.5291e-05,6.5291e-05,126.2425,0.50419,
19,1.115,5.1276e-05,5.1276e-05,126.2426,0.50419,
20,1.1206,4.0388e-05,4.0388e-05,126.2426,0.50419,
21,1.1264,3.1989e-05,3.1989e-05,126.2427,0.50418,
22,1.132,2.554e-05,2.554e-05,126.2427,0.50417,
23,1.1376,2.0628e-05,2.0628e-05,126.2428,0.50417,
24,1.1426,1.7012e-05,1.7012e-05,126.2428,0.50416,
25,1.1518,4.9466e-06,4.9466e-06,126.2429,0.50419,
26,1.1574,3.8671e-06,3.8671e-06,126.243,0.50419,
27,1.1625,3.064e-06,3.064e-06,126.243,0.50419,
28,1.1676,2.4436e-06,2.4436e-06,126.243,0.50419,
29,1.173,1.97e-06,1.97e-06,126.243,0.50419,
30,1.1781,1.6125e-06,1.6125e-06,126.243,0.50419,
