"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,1207.2712,1207.2712,76703.2004,1277.2236,
1,0.63659,282.3039,282.3039,63121.4133,745.4157,
2,1.1491,28.4703,28.4703,62171.2136,683.5106,
3,1.7678,2.55,2.55,61937.0729,682.7619,
4,2.2978,0.2273,0.2273,61843.2919,680.8987,
5,2.8699,0.022932,0.022932,61788.4829,680.8065,
6,3.4925,0.0084992,0.0084992,61750.2922,682.1441,
7,4.0576,0.0062316,0.0062316,61719.0673,681.5307,
8,4.6081,0.0049536,0.0049536,61691.7628,682.6783,
9,5.1677,0.0039385,0.0039385,61666.4336,682.2014,
10,5.7197,0.0032204,0.0032204,61642.7701,683.1013,
11,5.7415,0.00095332,0.00095332,61643.662,683.0701,
12,5.7568,0.00074804,0.00074804,61643.7785,683.0651,
13,5.7721,0.00058915,0.00058915,61643.8797,683.0607,
14,5.7873,0.00046661,0.00046661,61643.967,683.0567,
15,5.8025,0.00037248,0.00037248,61644.0415,683.0533,
16,5.8178,0.00030074,0.00030074,61644.1039,683.0501,
17,5.833,0.00024695,0.00024695,61644.1544,683.0473,
18,5.8624,7.1783e-05,7.1783e-05,61644.4022,683.0383,
19,5.8794,5.6402e-05,5.6402e-05,61644.4346,683.037,
20,5.8936,4.4591e-05,4.4591e-05,61644.4625,683.0359,
21,5.9111,3.5544e-05,3.5544e-05,61644.4863,683.0349,
22,5.9311,2.8647e-05,2.8647e-05,61644.5064,683.0341,
23,5.9511,2.3441e-05,2.3441e-05,61644.523,683.0333,
24,5.9685,7.0812e-06,7.0812e-06,61644.5988,683.0308,
25,5.9829,5.3188e-06,5.3188e-06,61644.6107,683.0303,
26,5.999,4.2338e-06,4.2338e-06,61644.6189,683.0299,
27,6.0141,3.3728e-06,3.3728e-06,61644.6261,683.0296,
28,6.0293,2.7196e-06,2.7196e-06,61644.6321,683.0293,
29,6.0488,2.225e-06,2.225e-06,61644.6371,683.0291,
30,6.075,2.225e-06,2.225e-06,61644.6371,683.0291,
