"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,11.8523,11.8523,125.4028,17.0052,
1,0.25781,0.1153,0.1153,80.341,10.1738,
2,0.53947,0.062938,0.062938,43.1584,4.9853,
3,0.81825,0.010911,0.010911,28.0282,0.51237,
4,0.88387,0.0047218,0.0047218,27.9306,0.56213,
5,0.88886,0.0046884,0.0046884,27.9306,0.5621,
6,0.89867,0.0043307,0.0043307,27.9311,0.56216,
7,0.90698,0.0036572,0.0036572,27.9321,0.56212,
8,0.91698,0.0025778,0.0025778,27.934,0.56233,
9,0.9291,0.0020303,0.0020303,27.9351,0.56222,
10,0.94022,0.001697,0.001697,27.9359,0.56212,
11,0.95117,0.001182,0.001182,27.9372,0.5623,
12,0.9721,0.00092542,0.00092542,27.938,0.5613,
13,0.98266,0.00077133,0.00077133,27.9385,0.5615,
14,0.99297,0.00053367,0.00053367,27.9394,0.56178,
15,1.0037,0.00041695,0.00041695,27.9399,0.56182,
16,1.009,0.0003966,0.0003966,27.94,0.56175,
17,1.0193,0.00023634,0.00023634,27.9409,0.56217,
18,1.025,0.00022108,0.00022108,27.941,0.5621,
19,1.0354,0.00011647,0.00011647,27.9418,0.56249,
20,1.0409,0.00010808,0.00010808,27.9419,0.56242,
21,1.0633,5.3881e-05,5.3881e-05,27.9425,0.56154,
22,1.0687,4.9866e-05,4.9866e-05,27.9426,0.56151,
23,1.0783,2.441e-05,2.441e-05,27.943,0.56182,
24,1.0828,2.2782e-05,2.2782e-05,27.943,0.5618,
25,1.0905,1.7871e-05,1.7871e-05,27.9432,0.56185,
26,1.0958,1.1953e-05,1.1953e-05,27.9433,0.56201,
27,1.1016,1.3624e-05,1.3624e-05,27.9433,0.56193,
28,1.1072,1.152e-05,1.152e-05,27.9433,0.5619,
29,1.1133,8.6636e-06,8.6636e-06,27.9434,0.56194,
30,1.1198,4.6292e-06,4.6292e-06,27.9436,0.56213,
31,1.1246,4.5701e-06,4.5701e-06,27.9436,0.56212,
