"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,260.0643,260.0643,1535.1485,265.7939,
1,0.27083,0.47728,0.47728,874.5644,18.5321,
2,0.5454,0.081686,0.081686,823.9435,16.4522,
3,0.85125,0.020578,0.020578,802.8818,15.9656,
4,1.26,0.0056646,0.0056646,773.1917,10.8786,
5,1.606,0.010287,0.010287,766.5614,10.901,
6,1.96,0.0074841,0.0074841,759.4398,9.079,
7,2.4263,0.0061229,0.0061229,754.8724,8.2422,
8,2.8294,0.0042023,0.0042023,753.3667,8.6405,
9,3.2009,0.0037731,0.0037731,752.4697,9.569,
10,3.5728,0.0027443,0.0027443,752.0716,9.9172,
11,4.1503,0.0021258,0.0021258,750.9125,9.4394,
12,4.4875,0.0026046,0.0026046,748.2518,11.3487,
13,4.9804,0.00065928,0.00065928,745.9269,11.7037,
14,4.9882,0.00052504,0.00052504,745.93,11.7034,
15,4.9955,0.00042265,0.00042265,745.9326,11.7032,
16,5.0032,0.00034554,0.00034554,745.9347,11.7031,
17,5.0146,0.00010175,0.00010175,745.9441,11.7024,
18,5.0223,8.0128e-05,8.0128e-05,745.9453,11.7023,
19,5.0291,6.3248e-05,6.3248e-05,745.9464,11.7022,
20,5.0362,5.0265e-05,5.0265e-05,745.9474,11.7022,
21,5.042,4.0293e-05,4.0293e-05,745.9482,11.7021,
22,5.048,3.2844e-05,3.2844e-05,745.9488,11.7021,
23,5.0575,9.632e-06,9.632e-06,745.9517,11.7019,
24,5.0638,7.5719e-06,7.5719e-06,745.9521,11.7018,
25,5.07,6.0665e-06,6.0665e-06,745.9524,11.7018,
26,5.0768,4.8103e-06,4.8103e-06,745.9527,11.7018,
27,5.083,3.8502e-06,3.8502e-06,745.953,11.7018,
28,5.0893,3.121e-06,3.121e-06,745.9532,11.7018,
29,5.0955,2.576e-06,2.576e-06,745.9534,11.7017,
30,5.1031,8.1108e-07,8.1108e-07,745.9542,11.7017,
