"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,830.9719,830.9719,39220.9308,881.7457,
1,0.44604,35.2373,35.2373,31441.2802,285.5493,
2,0.89258,3.796,3.796,30383.6155,284.9817,
3,1.4957,0.37961,0.37961,30062.109,297.3685,
4,2.0654,0.036702,0.036702,29931.5009,299.8303,
5,2.5742,0.012197,0.012197,29867.0463,306.3915,
6,3.0822,0.0096359,0.0096359,29821.7485,306.0361,
7,3.5618,0.0077293,0.0077293,29788.1754,309.3713,
8,4.0188,0.0061907,0.0061907,29758.2382,309.5211,
9,4.5258,0.005262,0.005262,29730.8824,312.0484,
10,5.115,0.0015226,0.0015226,29709.3444,312.0403,
11,5.6417,0.0011928,0.0011928,29688.9144,314.0891,
12,6.1547,0.00099357,0.00099357,29670.2757,313.9586,
13,6.1679,0.00074221,0.00074221,29670.3271,313.9545,
14,6.6905,0.00061413,0.00061413,29652.5335,316.2254,
15,7.2608,0.0015702,0.0015702,29576.8924,320.6823,
16,7.2784,0.00014718,0.00014718,29577.1819,320.6707,
17,7.2917,0.00011611,0.00011611,29577.1992,320.6695,
18,7.3098,9.1644e-05,9.1644e-05,29577.2145,320.6684,
19,7.3231,7.2753e-05,7.2753e-05,29577.2276,320.6674,
20,7.3348,5.786e-05,5.786e-05,29577.2393,320.6666,
21,7.3466,4.7269e-05,4.7269e-05,29577.2481,320.6658,
22,7.3606,1.7979e-05,1.7979e-05,29577.2854,320.664,
23,7.3731,1.0684e-05,1.0684e-05,29577.299,320.6632,
24,7.3855,8.7281e-06,8.7281e-06,29577.3031,320.663,
25,7.3982,6.9089e-06,6.9089e-06,29577.3073,320.6627,
26,7.4105,5.5374e-06,5.5374e-06,29577.3108,320.6624,
27,7.4232,4.4945e-06,4.4945e-06,29577.3137,320.6622,
28,7.4355,3.711e-06,3.711e-06,29577.3161,320.662,
29,7.4553,1.0178e-06,1.0178e-06,29577.3291,320.6614,
30,7.4686,8.4185e-07,8.4185e-07,29577.3302,320.6613,
