"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","rho","violation_sum","maxviolation","meanviolation",
0,4962.7602,602.5369,5.7392e-05,NaN,NaN,NaN,NaN,1,373.2009,359.5487,359.5487,
1,4921.223,8059.1948,0.97617,0.00048828,0,1.8793,1,14.5098,327.7446,311.2294,311.2294,
2,4902.327,12621.8237,2.146,0.00048828,0,1.7298,1,23.4531,312.7952,295.053,295.053,
3,4892.5293,110.7653,3.1922,0.5,0,0.55686,1,23.4531,250.9454,227.972,227.972,
4,4891.6955,114.2445,4.1645,0.00097656,0,0.03056,1,23.4531,250.9746,227.9664,227.9664,
5,4645.964,105.9188,5.1897,0.125,0,5.8877,1,23.4531,158.5691,118.3806,118.3806,
6,4641.8848,105.4522,6.2118,0.0078125,0,0.071185,1,23.4531,158.371,118.0718,118.0718,
7,4616.453,107.6505,7.2182,0.03125,0,0.44524,1,23.4531,158.4963,117.693,117.693,
8,4447.2636,107.602,8.2149,0.125,0,3.749,1,23.4531,106.4314,1.962,1.962,
9,4434.9697,6111.8117,9.2044,3.0518e-05,0,1.1477,1,152.35,107.1718,1.5412,1.5412,
10,4431.7918,234961.4315,10.235,1.9073e-06,0,0.81645,1,7548.8059,107.3732,0.92954,0.92954,
11,4430.6108,1339153.5628,11.2284,2.3842e-07,0,0.78634,1,59365.8345,107.1637,0.49939,0.49939,
12,4434.5278,314139.5652,12.2164,0.00024414,0,1.0956,1,59365.8345,107.1266,0.49648,0.49648,
13,4432.2664,627124.8322,13.2113,1.5259e-05,0,0.99952,1,59365.8345,107.0849,0.19363,0.19363,
14,4433.127,26936623.1601,14.2131,1.1921e-07,0,1.2984,1,2011379.7694,106.9574,0.17158,0.17158,
15,4433.0787,106.958,15.2077,1,0,0.013353,1,2011379.7694,106.9762,0.047022,0.047022,
16,4433.0071,107.0176,16.1881,0.00097656,0,0.00075772,1,2011379.7694,106.9737,0.047011,0.047011,
17,4432.7954,107.0031,17.1906,0.0078125,0,0.0022178,1,2011379.7694,106.9655,0.046926,0.046926,
18,4432.6762,107.0199,18.1851,0.0039063,0,0.0012983,1,2011379.7694,106.9611,0.046866,0.046866,
19,4432.565,107.0342,19.1917,0.0039063,0,0.0012488,1,2011379.7694,106.9571,0.046816,0.046816,
20,4432.4579,107.0541,20.1641,0.0039063,0,0.0012532,1,2011379.7694,106.9534,0.04679,0.04679,
21,4432.4067,107.0762,21.1546,0.0019531,0,0.00063273,1,2011379.7694,106.9518,0.046746,0.046746,
22,4432.3584,107.0929,22.1542,0.0019531,0,0.0006189,1,2011379.7694,106.9502,0.046703,0.046703,
23,4432.3115,107.1136,23.2033,0.0019531,0,0.00062616,1,2011379.7694,106.9488,0.046667,0.046667,
24,4432.2664,107.1391,24.2149,0.0019531,0,0.00063609,1,2011379.7694,106.9475,0.046638,0.046638,
25,4432.223,107.1712,25.1982,0.0019531,0,0.00065103,1,2011379.7694,106.9464,0.046617,0.046617,
26,4432.1815,107.2127,26.1614,0.0019531,0,0.0006732,1,2011379.7694,106.9454,0.046608,0.046608,
27,4432.1618,107.2616,27.1792,0.00097656,0,0.00035315,1,2011379.7694,106.945,0.046587,0.046587,
28,4432.1433,107.2955,28.1882,0.00097656,0,0.00035128,1,2011379.7694,106.9446,0.046566,0.046566,
29,4432.1255,107.337,29.1597,0.00097656,0,0.00036357,1,2011379.7694,106.9443,0.046549,0.046549,
30,4432.1083,107.3879,30.1641,0.00097656,0,0.00037867,1,2011379.7694,106.9441,0.046535,0.046535,
31,4432.0918,107.4519,31.1578,0.00097656,0,0.00039801,1,2011379.7694,106.944,0.046526,0.046526,
32,4432.076,107.535,32.1635,0.00097656,0,0.00042333,1,2011379.7694,106.9439,0.046522,0.046522,
33,4432.0685,107.6403,33.198,0.00048828,0,0.0002288,1,2011379.7694,106.9439,0.046512,0.046512,
34,4432.0615,107.7111,34.1922,0.00048828,0,0.00023036,1,2011379.7694,106.944,0.046503,0.046503,
35,4432.0547,107.7977,35.1875,0.00048828,0,0.00024202,1,2011379.7694,106.944,0.046495,0.046495,
36,4432.0481,107.9053,36.2152,0.00048828,0,0.00025619,1,2011379.7694,106.9442,0.046488,0.046488,
37,4432.0418,108.0431,37.2059,0.00048828,0,0.0002739,1,2011379.7694,106.9443,0.046485,0.046485,
38,4432.0357,108.2262,38.213,0.00048828,0,0.00029676,1,2011379.7694,106.9445,0.046485,0.046485,
39,4432.0328,108.4743,39.2033,0.00024414,0,0.00016382,1,2011379.7694,106.9447,0.04648,0.04648,
40,4432.03,108.6437,40.1841,0.00024414,0,0.0001662,1,2011379.7694,106.9448,0.046476,0.046476,
41,4432.0274,108.8534,41.2159,0.00024414,0,0.00017676,1,2011379.7694,106.945,0.046473,0.046473,
42,4432.0248,109.1231,42.1962,0.00024414,0,0.00018997,1,2011379.7694,106.9452,0.046471,0.046471,
43,4432.0222,109.4836,43.2361,0.00024414,0,0.00020696,1,2011379.7694,106.9454,0.046471,0.046471,
44,4432.0209,109.9836,44.2601,0.00012207,0,0.00011494,1,2011379.7694,106.9455,0.046468,0.046468,
45,4432.0197,110.3256,45.2771,0.00012207,0,0.0001169,1,2011379.7694,106.9457,0.046466,0.046466,
46,4432.0185,110.7488,46.3182,0.00012207,0,0.00012474,1,2011379.7694,106.9458,0.046465,0.046465,
47,4432.0174,111.2969,47.333,0.00012207,0,0.00013464,1,2011379.7694,106.946,0.046464,0.046464,
48,4432.0168,112.0305,48.3542,6.1035e-05,0,7.3738e-05,1,2011379.7694,106.9461,0.046462,0.046462,
