"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","rho","violation_sum","maxviolation","meanviolation",
0,347.693,49.1778,4.7953e-05,NaN,NaN,NaN,NaN,1,37.7922,29.5415,29.5415,
1,331.3602,347.1579,0.029553,0.0039063,0,1.9501,1,6.9288,35.9417,24.5937,24.5937,
2,335.1679,640.0504,0.057028,0.0039063,0,2.8122,1,15.2939,31.6933,23.4834,23.4834,
3,335.7745,21.9799,0.084881,0.125,0,0.2608,1,15.2939,30.8661,22.7553,22.7553,
4,286.3733,80.4088,0.11024,0.5,0,8.9613,1,15.2939,23.4353,6.9512,6.9512,
5,285.4236,20.3169,0.13582,1,0,0.26564,1,15.2939,21.3348,1.8452,1.8452,
6,258.3581,16.3041,0.16122,0.5,0,1.8365,1,15.2939,18.4323,2.7987,2.7987,
7,242.9774,46.232,0.18718,0.0625,0,2.2152,1,15.2939,19.1849,0.76618,0.76618,
8,242.7756,30.7353,0.21616,0.015625,0,1.0582,1,15.2939,18.2081,0.1877,0.1877,
9,242.6029,23.8003,0.2559,0.0625,0,0.021055,1,15.2939,18.1867,0.18965,0.18965,
10,242.5871,76.7164,0.29684,0.00024414,0,0.0031138,1,18.8686,18.1859,0.18992,0.18992,
11,242.5808,228.9131,0.35005,6.1035e-05,0,0.0012883,1,61.0108,18.1856,0.18996,0.18996,
12,242.5806,9656.6934,0.38737,3.7253e-09,0,3.9249e-05,1,2654.8854,18.1856,0.18996,0.18996,
