"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,33.9666,33.9666,31.9278,35.7051,
1,0.095791,1.1179,1.1179,21.7117,3.6605,
2,0.15378,0.084702,0.084702,23.2793,2.8455,
3,0.23199,0.006591,0.006591,23.6732,2.4833,
4,0.24208,0.006591,0.006591,23.6732,2.4833,
5,0.25186,0.006591,0.006591,23.6732,2.4833,
6,0.26202,0.006591,0.006591,23.6732,2.4833,
7,0.27175,0.006591,0.006591,23.6732,2.4833,
8,0.28243,0.006591,0.006591,23.6732,2.4833,
9,0.30565,0.006591,0.006591,23.6732,2.4833,
10,0.96744,0.00056368,0.00056368,23.7755,2.372,
11,0.99089,0.00056368,0.00056368,23.7755,2.372,
12,1.0096,0.00056368,0.00056368,23.7755,2.372,
13,1.0285,0.00056368,0.00056368,23.7755,2.372,
14,1.047,0.00056368,0.00056368,23.7755,2.372,
15,1.0657,0.00056368,0.00056368,23.7755,2.372,
16,1.1581,0.00013083,0.00013083,23.7971,2.3514,
17,1.1734,0.00013083,0.00013083,23.7971,2.3514,
18,1.1888,0.00013083,0.00013083,23.7971,2.3514,
19,1.2037,0.00013083,0.00013083,23.7971,2.3514,
20,1.2192,0.00013083,0.00013083,23.7971,2.3514,
21,1.2357,0.00013083,0.00013083,23.7971,2.3514,
22,1.2584,0.00013083,0.00013083,23.7971,2.3514,
23,1.2806,0.00013083,0.00013083,23.7971,2.3514,
24,1.3026,0.00013083,0.00013083,23.7971,2.3514,
25,1.3262,0.00013083,0.00013083,23.7971,2.3514,
26,1.3495,0.00013083,0.00013083,23.7971,2.3514,
27,1.3734,0.00013083,0.00013083,23.7971,2.3514,
28,1.3985,0.00013083,0.00013083,23.7971,2.3514,
29,1.423,0.00013083,0.00013083,23.7971,2.3514,
30,1.4476,0.00013083,0.00013083,23.7971,2.3514,
