"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","rho","violation_sum","maxviolation","meanviolation",
0,76703.2004,1464.7659,6.0035e-05,NaN,NaN,NaN,NaN,1,1277.2236,1207.2712,1207.2712,
1,76624.8711,407.0879,5.1347,0.0078125,0,2.2523,1,1,1285.6617,1214.4867,1214.4867,
2,73134.223,434.7199,9.9424,1,0,9.2997,1,1,1097.6806,952.6595,952.6595,
3,69820.1751,479.0657,14.7465,1,0,12.1697,1,1,2429.0703,2336.2427,2336.2427,
4,68271.3854,978.9795,19.5477,0.5,0,12.2089,1,1,920.0466,651.3026,651.3026,
5,68233.0853,1839.1313,24.4593,0.0019531,0,1.0418,1,1.3422,934.4989,668.4687,668.4687,
6,67904.9868,567.456,29.2181,0.25,0,0.61834,1,1.3422,957.1401,676.7737,676.7737,
7,66570.0442,499.3781,33.9692,0.25,0,5.0844,1,1.3422,1515.7121,1322.935,1322.935,
8,67967.3514,35577.0083,38.7348,6.1035e-05,0,8.6052,1,28.1498,1103.4376,922.1401,922.1401,
9,68056.9365,1352.8315,43.5576,0.25,0,0.51229,1,28.1498,1028.0357,839.8387,839.8387,
10,67601.9907,2167.2581,48.2833,0.015625,0,3.8622,1,28.1498,899.5395,644.9293,644.9293,
11,67861.4333,13148.8519,53.0593,0.0019531,0,6.0392,1,28.1498,860.6745,617.7389,617.7389,
12,67786.1696,406.6455,57.8102,0.25,0,0.4072,1,28.1498,825.8801,558.2255,558.2255,
13,67783.5553,1914.5679,62.7291,0.00012207,0,0.010605,1,28.1498,826.1027,558.2213,558.2213,
14,67752.8471,9187.073,68.4284,0.00024414,0,1.0778,1,28.1498,823.6536,551.205,551.205,
15,67406.2742,1178.7089,73.2481,1,0,0.63775,1,28.1498,663.03,179.7479,179.7479,
16,67243.1663,854.5049,78.0607,0.0039063,0,1.9429,1,28.1498,676.8894,181.7749,181.7749,
17,67113.4248,1217.9866,82.8363,0.015625,0,5.1128,1,28.1498,649.3483,22.6733,22.6733,
18,66931.392,25430.177,87.6395,0.00012207,0,3.552,1,294.7198,670.0912,3.3422,3.3422,
19,66893.8958,1779044.9596,92.4104,9.5367e-07,0,1.2754,1,25289.7502,671.3758,2.5425,2.5425,
20,66914.2498,60926044.2247,99.924,1.4901e-08,0,1.0116,0,1029360.1274,670.3923,1.6052,1.6052,
21,66918.6526,611.5065,104.6985,1,0,0.028893,-6,1029360.1274,669.8586,0.47159,0.47159,
22,66901.4043,5179.0449,109.4105,0.00097656,0,0.61225,1,1029360.1274,673.5084,0.462,0.462,
23,66897.8266,1097377.9108,114.2077,4.7684e-07,0,0.87568,1,1029360.1274,672.5121,0.21923,0.21923,
24,66896.5473,1066.7648,118.9998,0.25,0,0.0082558,1,1029360.1274,672.6642,0.20289,0.20289,
25,66896.5079,629.3443,123.8089,0.00097656,0,0.00055222,1,1029360.1274,672.6707,0.20286,0.20286,
26,66895.9644,752413.907,128.6371,1.1921e-07,0,0.67259,1,1029360.1274,672.3809,0.074803,0.074803,
27,66893.943,15330863.821,133.4359,2.3842e-07,0,0.53636,1,2402362.7601,671.8678,0.023077,0.023077,
28,66894.2565,439.415,138.2051,0.125,0,0.0020437,-6,2402362.7601,671.8302,0.022547,0.022547,
29,66895.0018,12960.9917,142.9855,7.6294e-06,0,0.42808,1,2402362.7601,671.6258,0.0035945,0.0035945,
30,66895.4021,319497.6967,147.8409,9.5367e-07,0,0.34365,1,2402362.7601,671.4514,0.00055058,0.00055058,
31,66895.4747,635.8411,152.6198,1,0,0.00050488,1,2402362.7601,671.4424,0.00014367,0.00014367,
32,66895.4732,481861.6793,157.3832,9.3132e-10,0,0.00038483,1,2402362.7601,671.4422,0.00014367,0.00014367,
33,66895.5137,612.4463,162.1741,1,0,0.00027491,1,2402362.7601,671.4373,4.2597e-05,4.2597e-05,
34,66895.5133,1058680.9758,166.9585,1.1642e-10,0,0.00011989,1,3635425.5833,671.4373,4.2597e-05,4.2597e-05,
35,66895.5434,562.2949,171.7323,1,0,0.00019914,1,3635425.5833,671.4336,2.2351e-05,2.2351e-05,
36,66895.543,16305104.4791,176.6083,9.0949e-13,0,2.3991e-05,1,82529043.0651,671.4337,2.2351e-05,2.2351e-05,
