"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,178.6449,178.6449,237.2141,180.018,
1,0.26373,0.11749,0.11749,54.8738,5.7875,
2,0.54135,0.031846,0.031846,41.1139,4.0771,
3,0.80335,0.024967,0.024967,38.5943,3.5735,
4,1.0838,0.020857,0.020857,37.547,3.5041,
5,1.4322,0.013036,0.013036,36.4948,3.5213,
6,1.7704,0.011068,0.011068,34.1293,3.3995,
7,1.7769,0.0089773,0.0089773,34.1338,3.3995,
8,1.7832,0.0073966,0.0073966,34.1375,3.3995,
9,1.7931,0.0021074,0.0021074,34.1544,3.3997,
10,1.8001,0.0016677,0.0016677,34.1565,3.3997,
11,1.8066,0.0013236,0.0013236,34.1584,3.3997,
12,1.8134,0.001059,0.001059,34.16,3.3997,
13,1.8199,0.0008563,0.0008563,34.1614,3.3997,
14,1.8264,0.00070225,0.00070225,34.1626,3.3997,
15,1.8356,0.00020363,0.00020363,34.1678,3.3997,
16,1.8416,0.00016042,0.00016042,34.1684,3.3997,
17,1.8478,0.00012707,0.00012707,34.169,3.3997,
18,1.8537,0.00010139,0.00010139,34.1695,3.3997,
19,1.86,8.1717e-05,8.1717e-05,34.17,3.3998,
20,1.8659,6.6747e-05,6.6747e-05,34.1703,3.3998,
21,1.8719,5.5503e-05,5.5503e-05,34.1706,3.3998,
22,1.8815,1.5625e-05,1.5625e-05,34.1721,3.3998,
23,1.8873,1.2198e-05,1.2198e-05,34.1723,3.3998,
24,1.8928,9.7103e-06,9.7103e-06,34.1725,3.3998,
25,1.8982,7.8046e-06,7.8046e-06,34.1726,3.3998,
26,1.9039,6.3533e-06,6.3533e-06,34.1727,3.3998,
27,1.9094,5.2571e-06,5.2571e-06,34.1728,3.3998,
28,1.9184,1.4236e-06,1.4236e-06,34.1733,3.3998,
29,1.9241,1.1622e-06,1.1622e-06,34.1733,3.3998,
30,1.93,9.2996e-07,9.2996e-07,34.1734,3.3998,
