"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,584.7999,584.7999,36524.531,653.4257,
1,0.48109,259.0496,259.0496,30073.0683,504.1338,
2,0.93797,21.7691,21.7691,30209.6766,416.726,
3,1.5909,1.9383,1.9383,30229.1392,417.2692,
4,2.0836,0.17186,0.17186,30218.987,419.1105,
5,2.5614,0.021922,0.021922,30202.1757,421.6524,
6,3.0467,0.0070897,0.0070897,30187.7336,423.1618,
7,3.5627,0.0040292,0.0040292,30146.3644,423.719,
8,4.0616,0.0047728,0.0047728,30112.7973,422.4654,
9,4.5728,0.0035495,0.0035495,30090.43,422.1838,
10,4.5859,0.0027628,0.0027628,30090.6301,422.1703,
11,4.5988,0.0022498,0.0022498,30090.781,422.1601,
12,4.6215,0.00067152,0.00067152,30091.4325,422.1183,
13,4.6336,0.00052726,0.00052726,30091.521,422.1126,
14,4.6455,0.00041573,0.00041573,30091.598,422.1075,
15,4.6573,0.00032979,0.00032979,30091.6646,422.1031,
16,4.6692,0.0002639,0.0002639,30091.7217,422.0994,
17,4.6854,0.00021385,0.00021385,30091.7699,422.0962,
18,4.6984,0.00017658,0.00017658,30091.8093,422.0935,
19,4.7145,4.9975e-05,4.9975e-05,30091.9971,422.0814,
20,4.7252,3.9784e-05,3.9784e-05,30092.02,422.0799,
21,4.736,3.1501e-05,3.1501e-05,30092.0409,422.0786,
22,4.7471,2.5173e-05,2.5173e-05,30092.0588,422.0774,
23,4.7638,2.0357e-05,2.0357e-05,30092.0739,422.0764,
24,4.7749,1.6735e-05,1.6735e-05,30092.0864,422.0756,
25,4.7886,6.0542e-06,6.0542e-06,30092.1358,422.0724,
26,4.7996,3.5216e-06,3.5216e-06,30092.1535,422.0713,
27,4.8107,3.011e-06,3.011e-06,30092.1577,422.071,
28,4.8231,2.4107e-06,2.4107e-06,30092.1632,422.0706,
29,4.8349,1.9401e-06,1.9401e-06,30092.1679,422.0703,
30,4.8467,1.585e-06,1.585e-06,30092.1719,422.0701,
