"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,128.3175,128.3175,402.9975,131.5852,
1,0.26517,0.14477,0.14477,115.2784,11.1527,
2,0.5445,0.032145,0.032145,77.7446,6.8226,
3,0.80556,0.022275,0.022275,65.1366,5.7987,
4,1.0761,0.013813,0.013813,55.3054,4.4411,
5,1.4844,0.0089207,0.0089207,41.3337,2.9278,
6,1.7801,0.0070408,0.0070408,36.3221,3.5909,
7,2.084,0.0050421,0.0050421,33.5806,2.8933,
8,2.3934,0.0042033,0.0042033,29.4614,2.2926,
9,2.88,0.0031124,0.0031124,28.9851,2.1409,
10,3.3232,0.0042806,0.0042806,28.4891,2.2685,
11,3.7533,0.0008918,0.0008918,28.2071,2.243,
12,4.2698,0.00060424,0.00060424,27.8537,2.2316,
13,4.7889,0.00041348,0.00041348,27.6174,2.1695,
14,5.2967,0.00041233,0.00041233,27.4562,2.1465,
15,5.8012,0.00028485,0.00028485,27.3435,2.0697,
16,5.8082,0.00022284,0.00022284,27.3439,2.0696,
17,5.815,0.00017825,0.00017825,27.3441,2.0694,
18,5.8209,0.00014452,0.00014452,27.3444,2.0694,
19,5.827,0.00011911,0.00011911,27.3446,2.0693,
20,5.8352,3.4361e-05,3.4361e-05,27.3456,2.0693,
21,5.8407,2.6872e-05,2.6872e-05,27.3457,2.0693,
22,5.846,2.1292e-05,2.1292e-05,27.3458,2.0693,
23,5.8514,1.7016e-05,1.7016e-05,27.3459,2.0692,
24,5.8569,1.3762e-05,1.3762e-05,27.346,2.0692,
25,5.8622,1.1312e-05,1.1312e-05,27.3461,2.0692,
26,5.8713,3.2267e-06,3.2267e-06,27.3464,2.0692,
27,5.8768,2.551e-06,2.551e-06,27.3464,2.0692,
28,5.8828,2.0475e-06,2.0475e-06,27.3464,2.0692,
29,5.8886,1.6303e-06,1.6303e-06,27.3465,2.0692,
30,5.8943,1.3123e-06,1.3123e-06,27.3465,2.0692,
