"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","rho","violation_sum","maxviolation","meanviolation",
0,9943.8239,1089.1855,6.1923e-05,NaN,NaN,NaN,NaN,1,612.4783,597.9715,597.9715,
1,9912.6975,22892.6106,4.7237,0.00012207,0,2.4555,1,21.7468,564.7081,548.8244,548.8244,
2,9899.0939,25716.0676,9.152,0.00048828,0,1.8882,1,25.6527,534.8456,517.8136,517.8136,
3,9881.0472,4373.5694,13.6096,0.0039063,0,3.2685,1,25.6527,469.0049,449.1963,449.1963,
4,9871.007,26493.4394,18.0612,0.00012207,0,1.9761,1,29.0999,433.4624,411.739,411.739,
5,9858.4106,136.4859,22.6188,1,0,0.58699,1,29.0999,227.9436,182.4121,182.4121,
6,9858.3982,12905.4277,27.464,2.3283e-10,0,0.0005375,1,29.0999,227.9446,182.4123,182.4123,
7,9847.8402,13492.2625,31.95,0.00048828,0,1.6813,1,29.0999,223.4316,176.1537,176.1537,
8,9842.7479,145.645,36.3938,0.25,0,0.22088,1,29.0999,209.5966,157.8179,157.8179,
9,9842.7159,451.2891,40.9093,1.9073e-06,0,0.0012996,1,29.0999,209.5991,157.8184,157.8184,
10,9828.2524,5145.7123,45.3427,0.00024414,0,1.0251,1,29.0999,206.9018,152.9966,152.9966,
11,9828.1894,1597.1943,49.776,3.0518e-05,0,0.0026509,1,29.0999,206.905,152.9957,152.9957,
12,9816.6587,45062.8646,54.2353,3.0518e-05,0,2.0321,1,85.4407,200.8609,144.8752,144.8752,
13,9812.2789,145.8301,58.6876,0.25,0,0.21271,1,85.4407,192.3201,132.3854,132.3854,
14,9812.2403,211.1116,63.1462,1.5259e-05,0,0.0015695,1,85.4407,192.3219,132.3846,132.3846,
15,9629.5892,200.9079,67.6297,0.03125,0,5.0605,1,85.4407,163.7951,77.4088,77.4088,
16,9590.1143,3959.9829,72.1277,0.00097656,0,1.9591,1,85.4407,163.7354,77.6062,77.6062,
17,9588.6962,143.6044,76.5872,1,0,0.20965,1,85.4407,145.8457,22.544,22.544,
18,9588.5849,236.4456,81.044,3.0518e-05,0,0.0077695,1,85.4407,145.8564,22.5446,22.5446,
19,9584.5679,143.1679,85.521,0.125,0,0.075039,1,85.4407,145.8285,22.3131,22.3131,
20,9584.4892,359.7608,89.9857,1.5259e-05,0,0.0080384,1,85.4407,145.8378,22.3134,22.3134,
21,9560.8375,89783.5416,94.4343,3.8147e-06,0,1.6318,1,440.1782,146.3582,20.4332,20.4332,
22,9561.2078,144.5349,98.9168,1,0,0.11068,1,440.1782,145.0425,6.2946,6.2946,
23,9561.2036,848.7965,103.3893,1.1921e-07,0,0.00056805,1,440.1782,145.0432,6.2946,6.2946,
24,9541.7864,26668.8596,107.8872,3.0518e-05,0,1.7836,1,440.1782,145.6981,1.9976,1.9976,
25,9537.8086,1180327.2342,112.3224,1.9073e-06,0,1.5216,1,19938.6168,145.6916,1.7898,1.7898,
26,9534.328,7956670.1095,116.7989,4.7684e-07,0,0.96969,1,183046.524,145.7924,0.94653,0.94653,
27,9525.4379,21145365.3749,121.2821,9.5367e-07,0,1.2662,1,837904.7614,145.8454,0.31331,0.31331,
28,9525.4482,145.7885,125.736,1,0,0.013388,1,837904.7614,145.8475,0.091677,0.091677,
29,9525.4481,3148.1629,130.2127,2.3283e-10,0,8.5909e-06,1,837904.7614,145.8475,0.091677,0.091677,
