"iter","cost","gradnorm","time","stepsize","ls_max_steps_break","dist","qpexitflag","rho","violation_sum","maxviolation","meanviolation",
0,18982.7616,458.0022,6.2679e-05,NaN,NaN,NaN,NaN,1,276.6413,197.0961,197.0961,
1,18939.1217,1265.0683,1.1063,0.015625,0,2.5033,1,3.7938,217.2914,105.6982,105.6982,
2,18889.8773,24318.7084,2.3117,0.00024414,0,2.1423,1,81.6685,215.2294,91.5229,91.5229,
3,18693.3158,990517.9552,3.3562,6.1035e-05,0,6.4652,1,3669.8931,217.0141,75.8984,75.8984,
4,18705.411,274.9478,4.4095,0.25,0,0.21967,1,3669.8931,211.7516,69.5978,69.5978,
5,18509.7452,31498.243,5.46,7.6294e-06,0,4.3569,1,3669.8931,216.3326,26.3478,26.3478,
6,18491.8718,228.4707,6.5117,1,0,0.31751,1,3669.8931,219.7773,25.7223,25.7223,
7,18491.6975,276.0999,7.5126,6.1035e-05,0,0.0019384,1,3669.8931,219.8139,25.7217,25.7217,
8,18332.2775,265.5616,8.5685,0.0625,0,2.8038,1,3669.8931,230.6287,2.3239,2.3239,
9,18315.3222,28614.5485,9.6489,1.5259e-05,0,0.98949,1,3669.8931,231.1644,1.4367,1.4367,
10,18318.9296,214.2482,10.6817,1,0,0.037832,1,3669.8931,230.2833,0.36024,0.36024,
11,18287.6473,2905.327,11.7181,0.0019531,0,1.0259,1,3669.8931,233.8742,0.22474,0.22474,
12,18267.0057,8439750.0174,12.8273,1.4901e-08,0,1.3733,1,721128.8689,232.7999,0.13503,0.13503,
13,18265.9043,217.163,13.8987,1,0,0.01155,1,721128.8689,233.0358,0.033834,0.033834,
14,18265.8682,211.6676,14.9473,0.0019531,0,0.00049531,1,721128.8689,233.0398,0.033826,0.033826,
15,18265.8271,212.4266,15.9493,0.0039063,0,0.00055625,1,721128.8689,233.045,0.033768,0.033768,
16,18265.7806,213.3942,16.9936,0.0039063,0,0.00063084,1,721128.8689,233.0515,0.033732,0.033732,
17,18265.7274,214.6321,18.0076,0.0039063,0,0.00071437,1,721128.8689,233.0596,0.033723,0.033723,
18,18265.6965,215.4111,19.0877,0.0019531,0,0.00040565,1,721128.8689,233.0646,0.033697,0.033697,
19,18265.663,216.2984,20.1606,0.0019531,0,0.00043271,1,721128.8689,233.0703,0.033677,0.033677,
20,18265.6265,217.3183,21.191,0.0019531,0,0.0004627,1,721128.8689,233.0767,0.033664,0.033664,
21,18265.5866,218.4962,22.2017,0.0019531,0,0.0004955,1,721128.8689,233.0839,0.033658,0.033658,
22,18265.5647,219.2073,23.2541,0.00097656,0,0.00026581,1,721128.8689,233.0879,0.033642,0.033642,
23,18265.5418,219.9398,24.3052,0.00097656,0,0.00027429,1,721128.8689,233.0922,0.033628,0.033628,
24,18265.5178,220.7348,25.3383,0.00097656,0,0.00028443,1,721128.8689,233.0967,0.033615,0.033615,
25,18265.4926,221.5998,26.3673,0.00097656,0,0.00029515,1,721128.8689,233.1015,0.033603,0.033603,
26,18265.466,222.5437,27.411,0.00097656,0,0.00030652,1,721128.8689,233.1067,0.033594,0.033594,
27,18265.4381,223.577,28.4432,0.00097656,0,0.0003186,1,721128.8689,233.1121,0.033586,0.033586,
28,18265.4086,224.7122,29.4743,0.00097656,0,0.00033149,1,721128.8689,233.1179,0.03358,0.03358,
29,18265.3774,225.9646,30.6359,0.00097656,0,0.00034531,1,721128.8689,233.1241,0.033577,0.033577,
30,18265.3445,227.3526,31.7412,0.00097656,0,0.00036018,1,721128.8689,233.1308,0.033576,0.033576,
31,18265.3271,228.2794,32.8024,0.00048828,0,0.00018814,1,721128.8689,233.1343,0.033568,0.033568,
32,18265.3092,229.0983,33.8059,0.00048828,0,0.00019092,1,721128.8689,233.1379,0.033561,0.033561,
33,18265.2909,229.966,34.8416,0.00048828,0,0.00019526,1,721128.8689,233.1417,0.033554,0.033554,
34,18265.272,230.8879,35.8913,0.00048828,0,0.00019979,1,721128.8689,233.1455,0.033548,0.033548,
35,18265.2525,231.8691,36.9233,0.00048828,0,0.00020454,1,721128.8689,233.1495,0.033541,0.033541,
36,18265.2323,232.9158,37.9845,0.00048828,0,0.00020952,1,721128.8689,233.1537,0.033536,0.033536,
37,18265.2116,234.0347,39.0233,0.00048828,0,0.00021476,1,721128.8689,233.158,0.033531,0.033531,
38,18265.1902,235.2337,40.1001,0.00048828,0,0.00022028,1,721128.8689,233.1624,0.033527,0.033527,
39,18265.168,236.5221,41.1364,0.00048828,0,0.00022612,1,721128.8689,233.1671,0.033523,0.033523,
40,18265.1451,237.9104,42.1587,0.00048828,0,0.0002323,1,721128.8689,233.1718,0.03352,0.03352,
41,18265.1214,239.4113,43.1846,0.00048828,0,0.00023887,1,721128.8689,233.1768,0.033518,0.033518,
42,18265.0969,241.0393,44.2097,0.00048828,0,0.00024587,1,721128.8689,233.182,0.033517,0.033517,
43,18265.0714,242.8121,45.2918,0.00048828,0,0.00025336,1,721128.8689,233.1873,0.033516,0.033516,
44,18265.0582,244.1962,46.3163,0.00024414,0,0.00013071,1,721128.8689,233.1901,0.033512,0.033512,
45,18265.0449,245.2205,47.3853,0.00024414,0,0.00013158,1,721128.8689,233.193,0.033508,0.033508,
46,18265.0313,246.293,48.4364,0.00024414,0,0.00013371,1,721128.8689,233.1958,0.033505,0.033505,
47,18265.0174,247.4198,49.5221,0.00024414,0,0.00013593,1,721128.8689,233.1988,0.033501,0.033501,
48,18265.0033,248.6054,50.5359,0.00024414,0,0.00013825,1,721128.8689,233.2018,0.033498,0.033498,
49,18264.9889,249.8545,51.5915,0.00024414,0,0.00014066,1,721128.8689,233.2049,0.033495,0.033495,
50,18264.9742,251.1728,52.6636,0.00024414,0,0.00014318,1,721128.8689,233.208,0.033491,0.033491,
51,18264.9591,252.5664,53.6852,0.00024414,0,0.00014582,1,721128.8689,233.2112,0.033489,0.033489,
52,18264.9438,254.0423,54.7139,0.00024414,0,0.00014858,1,721128.8689,233.2145,0.033486,0.033486,
53,18264.9281,255.6082,55.7279,0.00024414,0,0.00015149,1,721128.8689,233.2178,0.033484,0.033484,
54,18264.9121,257.2732,56.8051,0.00024414,0,0.00015454,1,721128.8689,233.2213,0.033481,0.033481,
55,18264.8956,259.0473,57.8689,0.00024414,0,0.00015776,1,721128.8689,233.2248,0.033479,0.033479,
56,18264.8788,260.9424,58.9093,0.00024414,0,0.00016116,1,721128.8689,233.2284,0.033478,0.033478,
57,18264.8616,262.9717,59.9307,0.00024414,0,0.00016477,1,721128.8689,233.2321,0.033476,0.033476,
58,18264.844,265.151,60.9442,0.00024414,0,0.0001686,1,721128.8689,233.2359,0.033475,0.033475,
59,18264.8259,267.4982,61.9888,0.00024414,0,0.00017268,1,721128.8689,233.2398,0.033475,0.033475,
60,18264.8073,270.0348,63.0095,0.00024414,0,0.00017704,1,721128.8689,233.2438,0.033474,0.033474,
61,18264.7977,272.3069,64.0503,0.00012207,0,9.0862e-05,1,721128.8689,233.2458,0.033472,0.033472,
