"iter","time","maxviolation","meanviolation","cost","violation_sum",
0,0,128.3175,128.3175,402.9975,131.5852,
1,0.26545,0.16071,0.16071,115.6621,11.1902,
2,0.54641,0.031369,0.031369,77.4475,6.7663,
3,0.79379,0.019163,0.019163,61.7321,5.3304,
4,1.0726,0.016213,0.016213,55.3721,4.6748,
5,1.4151,0.011532,0.011532,50.7078,4.0892,
6,1.7419,0.0070863,0.0070863,41.2452,2.7207,
7,2.0175,0.005766,0.005766,38.0061,3.1635,
8,2.4849,0.0042227,0.0042227,28.8871,2.1809,
9,2.8395,0.0033045,0.0033045,27.9382,2.2281,
10,3.1826,0.0025936,0.0025936,27.7514,2.1572,
11,3.5089,0.0020376,0.0020376,27.6995,2.167,
12,4.0031,0.0014079,0.0014079,27.3863,2.0889,
13,4.4539,0.001396,0.001396,27.2904,2.0284,
14,4.9579,0.0003372,0.0003372,27.104,2.1436,
15,5.4665,0.00030148,0.00030148,26.8,2.124,
16,5.4737,0.00023333,0.00023333,26.8004,2.1239,
17,5.4795,0.0001895,0.0001895,26.8006,2.1239,
18,5.4854,0.00015588,0.00015588,26.8009,2.1238,
19,5.4962,4.4522e-05,4.4522e-05,26.802,2.1238,
20,5.5015,3.5141e-05,3.5141e-05,26.8022,2.1238,
21,5.5068,2.7874e-05,2.7874e-05,26.8023,2.1238,
22,5.5121,2.2298e-05,2.2298e-05,26.8024,2.1238,
23,5.5176,1.8032e-05,1.8032e-05,26.8025,2.1238,
24,5.5229,1.4786e-05,1.4786e-05,26.8026,2.1238,
25,5.5321,4.2798e-06,4.2798e-06,26.8029,2.1237,
26,5.5376,3.3251e-06,3.3251e-06,26.803,2.1237,
27,5.5433,2.6782e-06,2.6782e-06,26.803,2.1237,
28,5.5492,2.1354e-06,2.1354e-06,26.803,2.1237,
29,5.5549,1.7199e-06,1.7199e-06,26.8031,2.1237,
30,5.5609,1.4034e-06,1.4034e-06,26.8031,2.1237,
