,RALM,REPM(LQH),REPM(LSE),RSQO
0,0.0,0.0,0.0,0.00013935
1,1.0679,1.2071,1.8194,0.25693
2,2.2454,1.358,2.3548,0.39745
3,3.3266,1.9085,2.9614,0.5139199999999999
4,4.4546,2.2458,4.611000000000001,0.64805
5,5.4625,2.9626,6.2554,0.82416
6,6.6732,3.4714,8.0054,0.9453299999999999
7,7.8262,4.6725,9.2754,1.0568
8,8.692,5.8422,10.6592,1.17
9,9.969,7.1324,12.3765,1.2919
10,11.2132,8.3861,14.0779,1.4243
11,12.4962,9.6782,15.7236,1.5602
12,13.7977,10.9339,17.3791,1.6907
13,15.0996,12.1768,19.0538,1.8196
14,16.3509,13.437000000000001,20.7602,1.9514
15,17.576,14.6667,22.4621,2.0838
16,18.8588,15.9034,24.1396,2.2187
17,20.1124,16.0228,25.8372,2.3481
18,21.3755,17.2648,27.4881,2.4903
19,22.6698,17.3932,29.1405,2.6216
20,23.9082,17.5165,30.8076,2.7483
21,25.2181,17.6299,32.5167,2.861
22,26.5116,17.7491,34.246,2.9731
23,27.7738,17.8662,34.4611,3.0879
24,27.8867,17.9479,34.6889,3.2026
25,27.9483,18.0522,34.918,3.3197
26,27.9727,18.1361,35.1634,3.4457
27,27.9962,18.2113,35.7424,3.5772
28,29.2027,18.2854,35.8449,3.6957
29,29.4818,18.3642,36.0811,3.819
30,29.5157,18.4153,36.1369,3.9375
31,29.5381,18.4442,36.2028,4.0579
32,29.5619,18.487000000000002,36.2798,4.1669
33,29.585,18.5195,36.3127,4.2818
34,29.6085,18.546,36.3434,4.3912
35,29.6337,18.5716,36.375,4.506
36,29.6597,18.5986,36.4085,4.6191
37,29.6874,18.6251,36.4406,4.726
38,29.7193,18.6549,36.4729,4.8393
39,29.7486,18.6827,36.505,4.9542
40,29.7852,18.7077,36.5374,5.0753
41,29.8146,18.7347,36.5695,5.1912
42,29.8468,18.7603,36.6021,5.2964
43,29.8798,18.7881,36.6341,5.4058
44,29.9326,18.8126,36.6675,5.5173
45,29.9827,18.8473,36.6997,5.6212
46,30.0458,18.8786,36.7318,5.7246
47,30.0969,18.9049,36.7639,5.8273
48,30.1562,18.9272,36.7968,5.9304
49,30.2073,18.9538,36.832,6.0348
50,30.2577,18.9801,36.8663,6.1388
51,30.3088,19.0067,36.8995,6.2405
52,30.3625,19.029,36.9356,6.3419
