"iter","cost","time","LagGradNorm","maxviolation","KKT_residual",
0,160.8062,0.0037464,5.4627,6.6115,9.0425,
1,147.0073,0.0067157,10.3243,4.9586,12.4729,
2,129.8839,0.012402,10.9175,4.3388,13.1519,
3,118.901,0.020224,10.1664,3.5033,13.0724,
4,118.301,0.026856,7.0597,2.7225,9.9498,
5,112.8567,0.034099,8.4277,2.1769,10.5455,
6,103.9638,0.040536,6.0519,3.5916,10.5049,
7,89.4545,0.046816,6.9949,2.2864,9.7597,
8,78.1218,0.05308,5.0387,2.3534,7.5549,
9,68.0651,0.05846,4.9736,1.891,7.008,
10,66.0475,0.06365,7.2659,1.4529,8.6239,
11,60.1605,0.068714,4.1024,1.1288,5.7089,
12,57.3335,0.073281,4.615,1.2531,5.9039,
13,49.5702,0.077929,3.0368,1.0645,3.9646,
14,47.2242,0.082969,6.3673,0.89957,6.7356,
15,44.8794,0.08795,3.9838,0.68514,4.4109,
16,43.4921,0.092569,4.1661,0.83927,4.4801,
17,41.5783,0.096889,2.7759,0.51945,2.9483,
18,37.5611,0.10205,2.3628,0.47453,2.4956,
19,36.9994,0.10665,3.078,0.39247,3.1712,
20,36.6181,0.11089,3.4049,0.22093,3.4484,
21,35.99,0.11557,2.4482,0.047765,2.4512,
22,34.7024,0.1202,1.4718,0.17638,1.5124,
23,33.7505,0.125,2.501,0.21034,2.5418,
24,33.282,0.13138,1.66,0.22967,1.7254,
25,31.6635,0.13804,3.0412,0.253,3.0839,
26,30.5488,0.14356,3.2673,0.52925,3.3555,
27,29.9382,0.15084,2.8845,1.0413,3.16,
28,28.8426,0.1575,1.9697,0.86973,2.3245,
29,28.8051,0.16348,2.892,0.49121,3.0368,
30,26.6319,0.16823,1.7601,0.27338,1.8675,
31,25.5953,0.17473,1.5627,0.21873,1.6478,
32,25.5073,0.17941,1.6289,0.19574,1.6746,
33,25.0571,0.18352,1.3307,0.096664,1.3353,
34,24.8485,0.18909,1.5274,0.064539,1.5318,
35,24.5492,0.19391,1.1983,0.032514,1.2008,
36,24.3731,0.19851,0.90232,0.021406,0.90397,
37,24.2691,0.20314,0.66984,0.014655,0.67106,
38,24.1708,0.20744,0.7904,0.030756,0.7922,
39,23.9,0.21152,0.78707,0.019878,0.7882,
40,23.7546,0.21608,0.7667,0.01446,0.76779,
41,23.6746,0.22023,0.67884,0.04162,0.68296,
42,23.568,0.22476,0.2891,0.02186,0.29392,
43,23.5353,0.22879,0.43218,0.028489,0.43521,
44,23.5185,0.23281,0.28171,0.027393,0.28357,
45,23.4964,0.23725,0.43712,0.015577,0.43779,
46,23.4902,0.24142,0.39097,0.014494,0.39153,
47,23.4529,0.24557,0.15216,0.0064708,0.15286,
48,23.4371,0.24958,0.19311,0.0029706,0.1932,
49,23.4255,0.25416,0.10994,0.0025593,0.11004,
50,23.4229,0.25837,0.076597,0.00063752,0.076609,
51,23.4211,0.2624,0.032857,0.00055941,0.032873,
52,23.4201,0.26668,0.044302,0.00046585,0.044306,
53,23.4192,0.27077,0.023246,0.00013774,0.023247,
54,23.4189,0.27489,0.012911,4.8279e-05,0.012911,
55,23.4188,0.27893,0.0062672,1.2793e-05,0.0062672,
56,23.4187,0.28316,0.0032596,5.2041e-06,0.0032596,
57,23.4187,0.28726,0.0021362,1.5096e-06,0.0021362,
58,23.4187,0.29141,0.0009385,4.2152e-07,0.0009385,
59,23.4187,0.29546,0.00075249,2.5115e-07,0.00075249,
60,23.4187,0.30152,0.0006709,1.9315e-07,0.0006709,
61,23.4187,0.30703,0.00031177,2.5436e-08,0.00031177,
62,23.4187,0.31285,0.00018727,5.2178e-09,0.00018727,
63,23.4187,0.31896,3.8564e-05,1.1318e-09,3.8564e-05,
64,23.4187,0.3247,2.3495e-05,2.8092e-10,2.3495e-05,
65,23.4187,0.33001,1.5773e-05,1.3773e-10,1.5773e-05,
66,23.4187,0.33431,9.5303e-06,7.4238e-11,9.5303e-06,
67,23.4187,0.33845,2.7638e-06,3.7679e-12,2.7638e-06,
68,23.4187,0.3425,1.1635e-06,8.8729e-13,1.1635e-06,
69,23.4187,0.34714,1.6015e-06,5.3491e-13,1.6015e-06,
70,23.4187,0.35148,3.0896e-07,3.8947e-13,3.0896e-07,
