"iter","cost","time","LagGradNorm","maxviolation","KKT_residual",
0,35.6628,0.0027862,3.999,1.7432,4.3946,
1,32.9955,0.0053488,3.252,1.5253,3.6461,
2,32.046,0.0070604,3.382,1.3346,3.6888,
3,32.7402,0.0096389,1.0154,0.45783,1.2244,
4,32.523,0.010729,1.9578,0.30822,2.0278,
5,29.6486,0.011526,1.8893,0.22383,1.9166,
6,29.3444,0.012866,1.5829,0.17496,1.6063,
7,28.7872,0.013935,0.56801,0.12622,0.59965,
8,27.5585,0.014727,0.43812,0.0303,0.43967,
9,27.5154,0.015788,0.59108,0.050983,0.59345,
10,27.4915,0.017377,0.65849,0.06749,0.66215,
11,27.459,0.019174,0.39351,0.069504,0.40079,
12,27.4574,0.021045,0.43479,0.060112,0.44135,
13,27.2152,0.025022,0.33065,0.030873,0.33229,
14,27.0904,0.028758,0.59356,0.021883,0.59412,
15,27.0772,0.030883,0.72678,0.02683,0.72747,
16,26.7955,0.03437,1.0602,0.02209,1.0606,
17,26.6669,0.035883,1.3011,0.044322,1.3023,
18,26.4201,0.037274,2.064,0.13144,2.0702,
19,26.0975,0.038832,2.1165,0.13685,2.1256,
20,25.8088,0.040471,2.0237,0.16606,2.039,
21,25.6137,0.041567,1.1672,0.1277,1.1978,
22,24.4754,0.042388,0.58176,0.056154,0.58699,
23,23.9736,0.043193,0.37039,0.0088788,0.37059,
24,23.8966,0.044014,0.21503,0.0013421,0.21504,
25,23.8826,0.044829,0.11289,0.00044313,0.11289,
26,23.8779,0.045632,0.11508,0.00031112,0.11508,
27,23.8768,0.046453,0.068808,0.00036186,0.06881,
28,23.8741,0.047273,0.034203,0.0001842,0.034204,
29,23.8725,0.048091,0.014345,6.4046e-05,0.014345,
30,23.8721,0.048912,0.0043484,4.0596e-06,0.0043484,
31,23.872,0.050003,0.00093579,1.9109e-07,0.00093579,
32,23.872,0.050785,0.00019666,1.6861e-08,0.00019666,
33,23.872,0.051559,1.4309e-05,1.5251e-10,1.4309e-05,
34,23.872,0.05233,1.1223e-06,1.1922e-12,1.1223e-06,
35,23.872,0.053097,9.7246e-08,1.2879e-14,9.7246e-08,
36,23.872,0.053968,1.7278e-09,2.2204e-16,1.7278e-09,
