,RALM,REPM(LQH),REPM(LSE),RSQO
0,0.0,0.0,0.0,3.493e-05
1,1.4153,0.010356,0.18219000000000002,0.19779000000000002
2,2.7310000000000003,0.019538,0.37823,0.38122
3,3.9767,0.028602999999999996,0.5591,0.5657399999999999
4,5.2518,0.037573,0.7953399999999999,0.75141
5,6.4839,0.046532,1.0692,0.95116
6,7.9539,0.055704,1.3765,1.1562
7,9.2101,0.06467,1.7313,1.3569
8,10.7321,0.11035,2.1075,1.5671
9,12.3072,0.21065,2.445,1.7503
10,13.7765,0.23571999999999999,2.8179,1.9355
11,15.3263,0.25856999999999997,3.1959,2.1345
12,16.6946,0.28546,3.5477,2.3185
13,18.2399,0.30851,3.8843,2.5108
14,19.5479,0.33708,4.1919,2.7016
15,20.8164,0.36089,4.2995,2.8826
16,22.0733,0.39015,4.3433,3.0701
17,23.3509,0.41795,4.38,3.2575
18,24.6724,0.44541000000000003,4.42,3.4394
19,25.905,0.47588,4.4544,3.6268
20,25.9666,0.5031,4.4911,3.8089
21,26.0269,0.5340600000000001,4.5623,3.9944
22,26.0886,0.5652699999999999,4.6,4.1969
23,26.1489,0.5949800000000001,4.6396,4.381
24,26.2093,0.6268600000000001,4.6761,4.5613
25,26.2695,0.65818,4.7182,4.7598
26,26.3302,0.6914,4.7572,4.9419
27,26.391,0.72141,4.8,5.1273
28,26.4513,0.75827,4.8385,5.3128
29,26.5124,0.79002,4.8834,5.4919
30,26.5737,0.8272700000000001,4.9252,5.6732
31,26.6339,0.8643799999999999,4.9697,5.8532
32,26.6944,0.89705,5.0103,6.0363
33,26.755,0.93561,5.0548,6.2329
34,26.8152,0.9711200000000001,5.0964,6.4193
35,26.8756,1.0105,5.141,6.6044
36,26.9357,1.0443,5.1816,6.7912
37,26.9961,1.0808,5.2263,6.9776
38,27.0565,1.1139,5.2682,7.1612
39,27.118000000000002,1.1511,5.3136,7.3437
40,27.1789,1.182,5.356,7.5279
41,27.2395,1.2187,5.4013,7.7297
42,27.3,1.2543,5.4418,7.9227
43,27.361,1.3002,5.487,8.1208
44,27.4211,1.3347,5.5289,8.311
45,27.482,1.3736,5.5735,8.4978
46,27.5427,1.4082,5.6174,8.6822
47,27.6031,1.4449,5.6639,8.8644
48,27.6636,1.4798,5.7058,9.0492
49,27.7247,1.5159,5.7513,9.2322
50,27.7858,1.5517,5.7919,9.4185
51,27.8465,1.5897,5.8368,9.6028
52,27.9068,1.6241,5.8785,9.8032
53,27.9676,1.6606,5.9229,9.9865
54,28.0283,1.6939,5.9636,10.1708
55,28.0886,1.7287,6.007999999999999,10.3533
56,28.1491,1.7630000000000001,6.0495,10.5429
57,28.2093,1.7967,6.0953,10.7249
58,28.2697,1.8263,6.1352,10.9068
59,28.3313,1.8626,6.1797,11.0899
60,28.3923,1.8956,6.2223,11.2693
61,28.4531,1.9313,6.2763,11.4668
62,28.5136,1.9644,6.3243,11.6547
63,28.5743,2.0015,6.3707,11.8382
64,28.6348,2.0346,6.4167,12.0199
65,28.6953,2.0715,6.4609,12.207
66,28.7561,2.1055,6.4987,12.3969
67,28.8167,2.1414,6.5428,12.5841
68,28.8771,2.1742,6.5848,12.7825
69,28.9387,2.2089,6.6274,12.9708
70,28.9998,2.2425,6.6662,13.1503
71,29.0602,2.2785,6.7113,13.3356
72,29.1212,2.3103,6.7547,13.527000000000001
73,29.1816,2.3463,6.7975,13.7059
74,29.2436,2.3789,6.8365,13.8872
75,29.3042,2.4147,6.8801,14.0753
76,29.3667,2.449,6.9185,14.258
77,29.4273,2.4851,6.962000000000001,14.4377
78,29.4898,2.5173,6.9997,14.6279
79,29.5541,2.5537,7.0434,14.8133
80,29.616999999999997,2.5881,7.0861,14.9965
81,29.6777,2.6237,7.1255,15.1827
82,29.7404,2.6578,7.17,15.3654
83,29.8009,2.6924,7.2108,15.548
84,29.8642,2.7232,7.2569,15.7339
85,29.925,2.7599,7.2997,15.915999999999999
86,29.9879,2.7904,7.3449,16.1048
87,30.0483,2.833,7.386,16.2844
88,30.1117,2.8698,7.4308,16.4694
89,30.1725,2.9033,7.4727,16.6559
90,30.2352,2.9395,7.5175,16.8436
91,30.2956,2.9736,7.5573,17.0321
92,30.3584,3.0062,7.6021,17.2132
93,30.4189,3.0411,7.6444,17.4035
94,30.482,3.0758,7.689,17.5834
95,30.5434,3.1088,7.7311,17.772000000000002
96,30.6056,3.1413,7.7758,17.9581
97,30.6678,3.176,7.8169,18.1633
98,30.732,3.2085,7.8627,18.3452
99,30.7948,3.2435,7.9052,18.5323
100,30.8616,3.2793,7.9561,18.7122
101,30.9283,3.3139999999999996,8.0005,18.8996
102,30.9925,3.3499,8.0463,19.1013
103,31.0541,3.3869,8.0898,19.2888
104,31.1147,3.4415,8.1351,19.4761
105,31.175,3.4775,8.1775,19.6582
106,31.2355,3.5146,8.2223,19.8449
107,31.2963,3.5462,8.2641,20.0373
108,31.3578,3.5835,8.3089,20.2353
109,31.4184,3.6205,8.3513,20.4214
110,31.4787,3.6749,8.3959,20.6052
111,31.5394,3.7288,8.4381,20.8008
112,31.5996,3.7833,8.4833,21.0037
113,31.6602,3.8183,8.5254,21.191
114,31.7204,3.8535,8.5702,21.3814
115,31.7807,3.8945,8.6119,21.5693
116,31.8419,3.9372,8.6567,21.7603
117,31.9032,3.9803,8.697000000000001,21.945999999999998
118,31.9639,4.0236,8.7438,22.1268
119,32.0242,4.0603,8.7914,22.311999999999998
120,32.0847,4.0976,8.8345,22.4946
121,32.145,4.1431,8.8811,22.6826
122,32.2062,4.2021,8.9249,22.8647
123,32.2666,4.2622,8.9689,23.0525
124,32.328,,9.0082,23.235
125,32.3884,,9.0523,23.4209
126,32.4488,,9.0927,23.6042
127,32.5101,,9.1361,23.791
128,32.5707,,9.1769,23.9755
129,32.6313,,9.2191,24.1558
130,32.694,,9.2614,24.3414
131,32.7544,,9.3006,24.5254
132,32.816,,9.3436,24.7102
133,32.8767,,9.3858,24.8902
134,32.9391,,9.4262,25.0758
135,33.0002,,9.4675,25.2581
136,33.0615,,9.5088,25.4453
137,33.1231,,9.5508,25.6313
138,33.1841,,9.591000000000001,25.8187
139,33.2444,,9.6346,26.0011
140,33.3063,,9.677,26.1872
141,33.3669,,9.7179,26.3713
142,33.4287,,9.7583,26.5515
143,33.4892,,9.8019,26.7335
144,33.5501,,9.843,26.9147
145,33.6105,,9.8851,27.1017
146,33.6729,,9.9273,27.2833
147,33.7336,,9.9704,27.4685
148,33.7958,,10.0165,27.6484
149,33.8573,,10.0576,27.8293
150,33.9182,,10.0999,28.0098
151,33.9792,,10.1428,28.1915
152,34.0409,,10.1861,28.3718
153,34.1013,,10.2318,28.5519
154,34.163000000000004,,10.2762,28.7391
155,34.2233,,10.3186,28.9208
156,34.2855,,10.3568,29.0993
157,34.3458,,10.4003,29.2837
158,34.4074,,10.4464,29.4792
159,34.4681,,10.4984,29.6596
160,34.5295,,10.5405,29.843000000000004
161,34.5899,,10.5837,30.0226
162,34.6511,,10.6277,30.2068
163,34.7118,,10.6739,30.3903
164,34.7735,,10.7191,30.5927
165,34.8337,,10.7694,30.7789
166,34.8962,,10.818,30.9673
167,34.9567,,10.8631,31.1546
168,35.0173,,10.9096,31.3354
169,35.0776,,10.9566,31.5162
170,35.1393,,11.0258,31.6996
171,35.1994,,11.0723,31.9011
172,35.2611,,11.1405,32.082
173,35.3214,,11.2045,32.2695
174,35.3825,,11.2682,32.449
175,35.4436,,,32.6296
176,35.5056,,,32.8145
177,35.5658,,,33.0003
178,35.6274,,,33.183
179,35.688,,,33.3706
180,35.7489,,,33.5747
181,35.8094,,,33.7583
182,35.8712,,,33.9432
183,35.9316,,,34.1335
184,35.9941,,,34.3191
185,36.0553,,,34.501999999999995
186,36.1164,,,34.7024
187,36.1767,,,34.8861
188,36.2384,,,35.0849
189,36.2986,,,35.2688
190,36.3602,,,35.449
191,36.421,,,35.6321
192,36.4821,,,35.8166
193,36.5425,,,36.0016
194,36.6043,,,36.1838
195,36.6656,,,36.3652
196,36.7278,,,36.5523
197,36.7884,,,36.7401
198,36.8492,,,36.9469
199,36.9093,,,37.1293
200,36.9722,,,37.3173
201,37.0357,,,37.5018
