,RALM,REPM(LQH),REPM(LSE),RSQO
0,0.0,0.0,0.0,4.179e-05
1,0.72372,0.10393,0.19451,0.06379800000000001
2,1.7638,0.13135,0.3358,0.12550999999999998
3,2.7089999999999996,0.16315,0.5051100000000001,0.18409
4,3.6385,0.27444,0.6984,0.24441999999999997
5,4.5666,0.31761999999999996,0.9768600000000001,0.30525
6,5.6402,0.33205,1.2989,0.36535
7,6.7237,0.51073,1.6252,0.42688999999999994
8,7.8193,0.53892,1.9305,0.48768
9,8.9061,0.55197,2.022,0.54619
10,10.0143,0.5678,2.0435,0.60352
11,11.1019,0.58226,2.0669,0.66187
12,12.2085,0.59634,2.0857,0.71827
13,13.3078,0.6087899999999999,2.1067,0.7743800000000001
14,14.3995,0.62361,2.1278,0.83755
15,15.4861,0.63678,2.1476,0.9043200000000001
16,16.5699,0.65227,2.1666,0.9618700000000001
17,17.6357,0.6682,2.1877,1.0207
18,18.707,0.68257,2.2062,1.0849
19,19.7854,0.69933,2.2272,1.1513
20,20.8995,0.7149800000000001,2.2476,1.2146
21,21.97,0.7319,2.2666,1.2766
22,23.0281,0.74826,2.2886,1.3384
23,24.1027,0.76495,2.309,1.4003
24,25.1779,0.78173,2.3319,1.4647
25,26.2575,0.80045,2.3543,1.5282
26,27.3291,0.81743,2.3761,1.5909
27,28.4085,0.83744,2.4,1.6554
28,29.5011,0.85565,2.4222,1.7192
29,30.6176,0.8749299999999999,2.447,1.7821
30,31.6767,0.89359,2.4711,1.8457
31,32.7305,0.9146,2.4955,1.9092
32,32.8259,0.9346,2.52,1.9773
33,32.9207,0.95442,2.5417,2.0465
34,32.9437,0.9747,2.5672,2.1064
35,33.0161,0.99279,2.5912,2.1693
36,33.0397,1.016,2.6165,2.2297
37,33.1079,1.0331,2.6395,2.2909
38,33.1314,1.0542,2.6642,2.3517
39,33.171,1.0732,2.6877,2.4123
40,33.2106,1.0946,2.7134,2.471
41,33.25,1.1144,2.7378,2.535
42,33.2896,1.1352,2.7623,2.5958
43,33.3292,1.1541,2.7856,2.6532
44,33.369,1.1763,2.8093,2.7106
45,33.4103,1.1919,2.8329,2.7671
46,33.4498,1.2127,2.855,2.825
47,33.4895,1.2315,2.8799,2.8881
48,33.5292,1.2524,2.9041,2.9486
49,33.5689,1.2732,2.9296,3.0098
50,33.6108,1.2993,2.9545,3.0694
51,33.6509,1.3202,2.9775,3.1293
52,33.6907,1.3417,3.0007,3.1882
53,33.7303,1.3638,3.0267,3.2487
54,33.7711,1.3851,3.0499,3.3081
55,33.8115,1.4043,3.0763,3.3681
56,33.8518,1.4251,3.1001,3.4283
57,33.8917,1.4453,3.1255,3.4873
58,33.9315,1.4663,3.1464,3.5444
59,33.9724,1.4826,3.1724,3.6034
60,34.0125,1.5035,3.1966,3.6607
61,34.0523,1.5211,3.2217,3.718
62,34.0921,1.5423,3.2430000000000003,3.7749
63,34.1318,1.5606,3.2689999999999997,3.8325
64,34.1729,1.5806,3.2938,3.8893
65,34.2135,1.5992,3.319,3.9461
66,34.2532,1.6187,3.34,4.0038
67,34.2929,1.6376,3.3655,4.0619
68,34.3326,1.6569,3.388,4.1196
69,34.3739,1.6762,3.4131,4.1768
70,34.4136,1.695,3.4356,4.2335
71,34.4533,1.715,3.4610000000000003,4.2901
72,34.4929,1.733,3.4836,4.3469
73,34.5328,1.7528,3.5087,4.4041
74,34.5724,1.7722,3.5311,4.4608
75,34.6119,1.7908,3.5564,4.519
76,34.6519,1.8108,3.5785,4.5755
77,34.6916,1.8303,3.6037,4.6329
78,34.7316,1.8502,3.6268,4.6905
79,34.7719,1.8694,3.6525,4.7479
80,34.8125,1.8884,3.6753,4.8048
81,34.8524,1.909,3.7004,4.8623
82,34.8921,1.9265,3.7236,4.9195
83,34.9332,1.9458,3.7487,4.976
84,34.9731,1.9657,3.7715,5.0349
85,35.0127,1.9812,3.7966,5.0916
86,35.0524,2.0023,3.8184,5.1489
87,35.0922,2.0209,3.8433,5.2059
88,35.1341,2.0414,3.8676,5.2635
89,35.1738,2.06,3.8925,5.3236
90,35.2134,2.0792,3.9146,5.3816
91,35.253,2.1,3.9395,5.4411
92,35.2926,2.1183,3.9636,5.5002
93,35.3325,2.1398,3.9895,5.5605
94,35.372,2.1573,4.0112,5.6207
95,35.4126,2.1761,4.0365,5.6805
96,35.4528,2.1967,4.0601,5.7379999999999995
97,35.4927,2.2104,4.0854,5.7957
98,35.5324,2.2312,4.1081,5.8558
99,35.571999999999996,2.2515,4.1348,5.9159
100,35.6145,2.2741,4.1602,5.9742
101,35.659,2.2962,4.189,6.0369
102,35.6992,2.3177,4.2117,6.0951
103,35.74,2.3369999999999997,4.2374,6.1527
104,35.7807,2.3576,4.2609,6.21
105,35.821,2.376,4.2861,6.2665
106,35.8613,2.397,4.3077,6.3235
107,35.9014,2.4177,4.3324,6.3799
108,35.9419,2.4386,4.3555,6.4372
109,35.9821,2.4549,4.3804,6.4947
110,36.0228,2.4757,4.4012,6.5517
111,36.0631,2.4931,4.4259,6.6086
112,36.1033,2.5159,4.4498,6.6654
113,36.1433,2.5346,4.4747,6.7222
114,36.1836,2.5539,4.4964,6.7792
115,36.2238,2.5739,4.5211,6.8367
116,36.264,2.5911,4.5461,6.8937
117,36.3041,2.6123,4.5708,6.9507
118,36.3446,2.6294,4.592,7.007999999999999
119,36.3846,2.6503,4.6191,7.0661
120,36.4249,2.6698,4.643,7.1244
121,36.465,2.6906,4.6683,7.1809
122,36.5052,2.7108,4.6904,7.2383
123,36.5455,2.7318,4.7156,7.2954
124,36.5858,2.7506,4.7393,7.3522
125,36.6271,2.7712,4.7645,7.409
126,36.6679,2.7904,4.7864,7.466
127,36.7082,2.8118,4.8129,7.5233
128,36.7484,2.8304,4.8371,7.5796
129,36.7888,2.8509,4.8643,7.6368
130,36.8295,2.8704,4.8873,7.6945
131,36.8698,2.8913,4.914,7.7517
132,36.9109,2.9104,4.9368,7.8085
133,36.9513,2.9322,4.9625,7.8654
134,36.9914,2.9518,4.9862,7.9224
135,37.0316,2.9725,5.0131,7.9786
136,37.0718,2.9908,5.0372,8.0363
137,37.1124,3.0117,5.0672,8.0968
138,37.1525,3.0324,5.0974,8.1547
139,37.1927,3.0536,5.1265,8.2122
140,37.2335,3.0708,5.1489,8.2696
141,37.2741,3.0915,5.1746,8.3273
142,37.3146,3.1092,5.1986,8.3837
143,37.3548,3.1298,5.224,8.4423
144,37.3959,3.1493,5.2449,8.5008
145,37.4365,3.1666,5.2701,8.5592
146,37.477,3.1877,5.2944,8.6211
147,37.5179,3.2046,5.3196,8.6814
148,37.5583,3.2253,5.3417,8.7409
149,37.5986,3.2447,5.3682,8.8023
150,37.639,3.266,5.3925,8.8647
151,37.6805,3.285,5.419,8.9246
152,37.7218,3.3057,5.4398,8.9834
153,37.7633,3.3256,5.4651,9.046
154,37.8038,3.3464,5.4893,9.1078
155,37.8464,3.3654,5.5148,9.1675
156,37.8889,3.387,5.5364,9.2264
157,37.9306,3.4066,5.5616,9.2849
158,37.9728,3.427,5.5858,9.343
159,38.0152,3.4461,5.6108,9.4018
160,38.0581,3.4666,5.6319,9.4594
161,38.1002,3.4863,5.6581,9.5198
162,38.1424,3.5079,5.6821,9.5766
163,38.1848,3.5268,5.7072,9.6355
164,38.2255,3.5473,5.7282,9.6928
165,38.2661,3.5668,5.7535,9.7515
166,38.3068,3.5876,5.7777,9.8096
167,38.3475,3.6065,5.8028,9.8681
168,38.3878,3.6269,5.8245,9.9266
169,38.4314,3.6464,5.8497,9.9846
170,38.472,3.6668,5.872999999999999,10.0435
171,38.5126,3.6853,5.9007,10.1022
172,38.5532,3.7059,5.9235,10.1605
173,38.5939,3.7233,5.9482,10.2181
174,38.6343,3.7438,5.9715,10.2759
175,38.6748,3.7587,5.9942,10.3336
176,38.716,3.7796,6.0203,10.392000000000001
177,38.7565,3.799,6.0436,10.4498
178,38.7969,3.8198,6.0687,10.5073
179,38.8373,3.8369,6.0907,10.5651
180,38.8792,3.8576,6.1161,10.6226
181,38.9197,3.8773,6.1408,10.6806
182,38.9601,3.8963,6.1677,10.7391
183,39.0014,3.9151,6.1889,10.7972
184,39.0443,3.9351,6.2145,10.8605
185,39.0852,3.9541,6.2379,10.9232
186,39.1265,3.9737,6.2631,10.989
187,39.1684,3.9928,6.2851,11.0557
188,39.2096,4.013,6.3107,11.1158
189,39.2514,4.0321,6.3339,11.1764
190,39.2946,4.0523,6.3595,11.2333
191,39.3352,4.0714,6.3817,11.2908
192,39.3755,4.0917,6.4072,11.3485
193,39.4157,4.1111,6.4305,11.4054
194,39.455999999999996,4.13,6.4562,11.4624
195,39.4973,4.15,6.4779,11.5189
196,39.5402,4.1689,6.5039,11.5751
197,39.5805,4.1893,6.5298,11.6317
198,39.6218,4.2087,6.5559,11.6891
199,39.6626,4.2274,6.5789,11.7456
200,39.7038,4.2492,6.6062,11.8021
201,39.7478,4.2724,6.6328,11.8648
202,39.7884,4.2922,6.6587,11.9246
203,39.8287,4.312,6.681,11.9815
204,39.8709,4.3321,6.7077,12.0377
205,39.9106,4.3526,6.7319,12.0941
206,39.9503,4.3725,6.7574,12.1517
207,39.9902,4.3931,6.7795,12.2089
208,40.0302,4.4124,6.8051,12.267000000000001
209,40.0701,4.4323,6.8285,12.3234
210,40.1099,4.4529,6.8536,12.3802
211,40.1495,4.4728,6.8759,12.4401
212,40.1893,4.4935,6.9015,12.4969
213,40.2302,4.5137,6.9247,12.5541
214,40.2704,4.5345,6.95,12.6118
215,40.3102,4.553999999999999,6.972,12.6689
216,40.3499,4.5744,6.9981,12.7258
217,40.39,4.5944,7.0228,12.7823
218,40.43,4.6124,7.0537,12.8389
219,40.4697,4.6335,7.0764,12.8961
220,40.5094,4.6502,7.1027,12.9527
221,40.549,4.67,7.1273,13.009
222,40.5891,4.6901,7.1535,13.0661
223,40.6292,4.7064,7.1773,13.123
224,40.6692,4.7271,7.2071,13.1802
225,40.7097,4.7452,7.2318,13.2369
226,40.7498,4.7651,7.257999999999999,13.2935
227,40.7919,4.7852,7.2814,13.3502
228,40.8352,4.8025,7.3073,13.4063
229,40.876,4.8234,7.3307,13.463
230,40.9167,4.842,7.356,13.5202
231,40.9567,4.8602,7.3786,13.5765
232,40.9966,4.8807,7.4038,13.6343
233,41.0363,4.8962,7.4269,13.6909
234,41.0758,4.9168,7.4524,13.748
235,41.1155,4.937,7.4741,13.8051
236,41.1553,4.9581,7.4997,13.8618
237,41.1949,4.9757,7.5229,13.9178
238,41.2345,4.9963,7.547999999999999,13.9748
239,41.2749,5.0164,7.5694,14.0312
240,41.3146,5.0373,7.5945,14.0908
241,41.3543,5.053,7.6187,14.149000000000001
242,41.394,5.0738,7.6449,14.2059
243,41.4346,5.0936,7.6668,14.2625
244,41.4803,5.1131,7.6921,14.3191
245,41.5299,5.1327,7.7154,14.3771
246,41.5696,5.152,7.7407,14.4337
247,41.6092,5.1721,7.7632,14.4903
248,41.6495,5.1915,7.7886,14.5478
249,41.6899,5.2101,7.8115,14.6042
250,41.7309,5.2295,7.8367,14.6612
251,41.7704,5.2488,7.8602,14.718
252,41.8112,5.2692,7.8853,14.7745
253,41.8509,5.287000000000001,7.9078,14.8311
254,41.8905,5.3069,7.9332,14.8878
255,41.9303,5.3257,7.9576,14.9445
256,41.97,5.3454,7.9842,15.0022
257,42.0102,5.3655,8.0076,15.0587
258,42.0506,5.385,8.0328,15.1156
259,42.0902,5.4046,8.0552,15.1725
260,42.1305,5.4242,8.0803,15.2289
261,42.1701,5.4454,8.1036,15.2865
262,42.2099,5.4641,8.1287,15.3431
263,42.2497,5.4841,8.1514,15.3998
264,42.2901,5.5033,8.1765,15.4563
265,42.3298,5.5225,8.1993,15.5127
266,42.3693,5.5431,8.2249,15.5705
267,42.4091,5.5611,8.248,15.627
268,42.4488,5.5819,8.2732,15.6841
269,42.4883,5.5993,8.2949,15.7406
270,42.5291,5.6181,8.3202,15.7974
271,42.5688,5.6382,8.3444,15.854000000000001
272,42.608999999999995,5.6546,8.3705,15.9117
273,42.6489,5.6754,8.3919,15.9685
274,42.6885,5.6941,8.4174,16.025
275,42.7282,5.7145,8.4411,16.0815
276,42.7677,5.7346,8.4664,16.1386
277,42.8074,5.7522,8.4869,16.195999999999998
278,42.8469,5.7729,8.5121,16.2531
279,42.8864,5.7909,8.5362,16.3097
280,42.9261,5.8092,8.5611,16.3664
281,42.9658,5.8302,8.5836,16.4231
282,43.0054,5.8454,8.6088,16.4798
283,43.0451,5.8659,8.6322,16.5362
284,43.0845,5.8861,8.6573,16.5929
285,43.123999999999995,5.9066,8.6786,16.6499
286,43.1636,5.9244,8.7039,16.7064
287,43.203,5.9452,8.7279,16.7629
288,43.2439,5.9646,8.7529,16.8207
289,43.2836,5.9854,8.7735,16.8774
290,43.3231,6.0032,8.7985,16.934
291,43.3625,6.0304,8.8238,16.9906
292,43.4022,6.0551,8.849,17.0472
293,43.4419,6.0754,8.8702,17.1041
294,43.4814,6.0958,8.8953,17.160999999999998
295,43.521,6.1154,8.9194,17.218
296,43.5607,6.1353,8.9442,17.2752
297,43.6001,6.1562,8.9665,17.3317
298,43.6412,6.1765,8.9914,17.3888
299,43.6807,6.1966,9.0166,17.4473
300,43.7213,6.2169,9.0386,17.5045
301,43.7636,6.2393,9.0669,17.5668
302,43.8031,6.2571,9.0905,17.6256
303,43.8448,6.2783,9.1157,17.6841
304,43.8846,6.2959,9.1368,17.7419
305,43.924,6.3177,9.1622,17.8002
306,43.9637,6.3357,9.1852,17.8582
307,44.0033,6.356,9.2109,17.9161
308,44.0431,6.3754,9.2324,17.9741
309,44.0827,6.3938,9.2575,18.0326
310,44.1223,6.4144,9.2801,18.0905
311,44.1616,6.4333,9.3049,18.1487
312,44.2013,6.4528,9.3265,18.2063
313,44.2416,6.4727,9.351,18.2641
314,44.2812,6.4903,9.3733,18.3226
315,44.3206,6.5118,9.3988,18.3807
316,44.3602,6.5308,9.4213,18.4385
317,44.3999,6.547999999999999,9.446,18.496
318,44.4406,6.5691,9.468,18.5541
319,44.4803,6.5859,9.4928,18.6125
320,44.5199,6.6068,9.515,18.6709
321,44.559,6.6268,9.5405,18.729
322,44.5987,6.6469,9.5633,18.7868
323,44.6387,6.6636,9.5882,18.8447
324,44.6791,6.6847,9.6099,18.9027
325,44.7192,6.7042,9.6345,18.9606
326,44.7592,6.7251,9.6575,19.0187
327,44.7988,6.7434,9.6822,19.0769
328,44.8385,6.7641,9.7037,19.1354
329,44.8781,6.781000000000001,9.7283,19.1937
330,44.9176,6.8017,9.751,19.2528
331,44.9574,6.8225,9.7757,19.3107
332,44.9982,6.8399,9.7967,19.3685
333,45.0382,6.8605,9.8218,19.4263
334,48.6312,6.8785,9.8451,19.4844
335,52.3046,6.9003,9.8708,19.5432
336,55.99,6.9189,9.891,19.601
337,59.6916,6.9395,9.9159,19.6591
338,63.3495,6.9589,9.9394,19.7168
339,66.9974,6.9787,9.9642,19.7746
340,70.6085,6.9962,9.9853,19.8333
341,74.3148,7.0172,10.01,19.8915
342,78.0319,7.0337,10.0329,19.9492
343,81.6888,7.0544,10.0579,20.0071
344,85.3504,7.0744,10.0793,20.0648
345,89.0209,7.0953,10.104,20.1231
346,92.6413,7.1123,10.1267,20.1811
347,96.3141,7.1332,10.152000000000001,20.2394
348,99.9527,7.1521,10.1739,20.2972
349,103.6472,7.1728,10.1999,20.3549
350,107.2319,7.191,10.2221,20.4129
351,110.9015,7.2118,10.2466,20.4719
352,114.5089,7.2305,10.2689,20.5297
353,118.176,7.2511,10.2938,20.588
354,121.8183,7.2705,10.3156,20.6467
355,125.4445,7.2915,10.3403,20.7053
356,129.1204,7.3118,10.363,20.7637
357,132.7452,7.3319,10.3879,20.8218
358,136.3431,7.3499,10.4093,20.8808
359,139.921,7.3703,10.4341,20.9386
360,143.5991,7.3888,10.457,20.9966
361,147.2085,7.4092,10.4815,21.0559
362,150.9021,7.428,10.5024,21.1149
363,154.5319,7.4472,10.527999999999999,21.1741
364,158.211,7.4652,10.5515,21.2324
365,161.8967,7.4834,10.5762,21.2911
366,165.6067,7.5047,10.5964,21.3493
367,169.3098,7.5241,10.6211,21.4074
368,173.0,7.5447,10.6445,21.4655
369,176.5823,7.5635,10.6691,21.5243
370,180.2191,7.5844,10.6895,21.581999999999997
371,183.9558,7.6038,10.7142,21.6403
372,187.7065,7.6244,10.7382,21.7005
373,191.3713,7.6433,10.7628,21.7591
374,195.0553,7.664,10.7832,21.8172
375,198.7046,7.6834,10.8077,21.8765
376,202.4059,7.7041,10.8311,21.9347
377,206.0104,7.7228,10.8567,21.9928
378,209.7538,7.7434,10.8778,22.0508
379,213.47099999999998,7.7620000000000005,10.9026,22.1089
380,217.2174,7.7828,10.9252,22.166999999999998
381,220.8311,7.8069,10.9503,22.2249
382,224.4857,7.8287,10.9713,22.284000000000002
383,228.1635,7.8481,10.9961,22.342
384,231.8529,7.8693,11.0172,22.3997
385,235.44299999999998,7.8895,11.042,22.4575
386,239.1554,7.9107,11.0654,22.5155
387,242.7634,7.93,11.0893,22.5731
388,246.3734,7.9509,11.1108,22.631
389,250.0658,7.9703,11.1344,22.6893
390,253.6991,7.9938,11.1583,22.7471
391,257.3059,8.0126,11.1809,22.805
392,260.8782,8.0332,11.2046,22.8637
393,264.499,8.0524,11.2288,22.9222
394,268.1498,8.074,11.2476,22.9798
395,271.7961,8.0935,11.272,23.0379
396,275.3995,8.1161,11.2956,23.0963
397,279.0454,8.1376,11.3201,23.1547
398,282.7174,8.1584,11.3432,23.2124
399,286.3263,8.1774,11.3692,23.2705
400,290.0332,8.1994,11.3927,23.3283
401,293.6704,8.2214,11.4203,23.3898
402,297.2673,8.2423,11.4424,23.4489
403,300.8776,8.2613,11.4677,23.5075
404,,8.2823,11.4904,23.5657
405,,8.3021,11.5168,23.6235
406,,8.3247,11.5395,23.6817
