"iter","cost","time","LagGradNorm","maxviolation","KKT_residual",
0,-6.2234,0.074122,1.4237,67.2169,67.2319,
1,-9.6016,0.076478,1.0629,31.3915,31.4095,
2,-4.9462,0.080461,0.83367,13.139,13.1654,
3,-1.9809,0.084715,0.55317,6.9969,7.0188,
4,-1.6566,0.088799,0.61429,4.9663,5.0042,
5,-0.78992,0.09235,0.63131,2.4723,2.5517,
6,-0.71397,0.097664,0.65398,2.0312,2.1339,
7,-0.50475,0.10127,0.66906,1.2896,1.4528,
8,-0.37344,0.10521,0.37755,0.6958,0.79164,
9,-0.23273,0.10858,0.454,0.091488,0.46313,
10,-0.22131,0.11192,0.90776,0.028283,0.9082,
11,-0.21644,0.11523,0.27671,0.0059022,0.27677,
12,-0.2147,0.11854,0.16872,0.00058607,0.16872,
13,-0.21497,0.12182,0.087118,0.0001436,0.087118,
14,-0.24542,0.12519,0.026914,0.0015025,0.026956,
15,-0.29142,0.1292,0.022488,0.003936,0.02283,
16,-0.28887,0.13329,0.020008,0.00031451,0.020011,
17,-0.35808,0.13682,0.032442,0.0087993,0.033614,
18,-0.46454,0.14016,0.023393,0.026863,0.03562,
19,-0.4532,0.14349,0.020266,0.00071657,0.020278,
20,-0.45621,0.14676,0.0098414,0.00030719,0.0098462,
21,-0.45627,0.15026,0.0073928,3.9455e-05,0.0073929,
22,-0.4561,0.15369,0.0047337,1.304e-05,0.0047337,
23,-0.45603,0.15713,0.004,8.3488e-06,0.004,
24,-0.53514,0.16215,0.011889,0.022429,0.025385,
25,-0.55938,0.16564,0.012679,0.011238,0.016942,
26,-0.55596,0.16901,0.011383,0.00062685,0.011401,
27,-0.55711,0.17234,0.0031989,0.00061234,0.003257,
28,-0.55672,0.17568,0.0025889,0.00017964,0.0025951,
29,-0.55656,0.17895,0.0019522,3.238e-05,0.0019525,
30,-0.55661,0.18222,0.0020687,3.5508e-05,0.002069,
31,-0.55667,0.18555,0.0020663,1.0029e-05,0.0020664,
32,-0.55676,0.18937,0.0018926,1.0593e-05,0.0018926,
33,-0.55676,0.19299,0.0017074,2.0819e-06,0.0017074,
